iso_code,continent,country,date_d,people_vaccinated,people_fully_vaccinated
COG,Africa,Congo,25-12-2020,,
COG,Africa,Congo,26-12-2020,,
COG,Africa,Congo,27-12-2020,,
COG,Africa,Congo,28-12-2020,,
COG,Africa,Congo,29-12-2020,,
COG,Africa,Congo,30-12-2020,,
COG,Africa,Congo,31-12-2020,,
COG,Africa,Congo,01-01-2021,,
COG,Africa,Congo,02-01-2021,,
COG,Africa,Congo,03-01-2021,,
COG,Africa,Congo,04-01-2021,,
COG,Africa,Congo,05-01-2021,,
COG,Africa,Congo,06-01-2021,,
COG,Africa,Congo,07-01-2021,,
COG,Africa,Congo,08-01-2021,,
COG,Africa,Congo,09-01-2021,,
COG,Africa,Congo,10-01-2021,,
COG,Africa,Congo,11-01-2021,,
COG,Africa,Congo,12-01-2021,,
COG,Africa,Congo,13-01-2021,,
COG,Africa,Congo,14-01-2021,,
COG,Africa,Congo,15-01-2021,,
COG,Africa,Congo,16-01-2021,,
COG,Africa,Congo,17-01-2021,,
COG,Africa,Congo,18-01-2021,,
COG,Africa,Congo,19-01-2021,,
COG,Africa,Congo,20-01-2021,,
COG,Africa,Congo,21-01-2021,,
COG,Africa,Congo,22-01-2021,,
COG,Africa,Congo,23-01-2021,,
COG,Africa,Congo,24-01-2021,,
COG,Africa,Congo,25-01-2021,,
COG,Africa,Congo,26-01-2021,,
COG,Africa,Congo,27-01-2021,,
COG,Africa,Congo,28-01-2021,,
COG,Africa,Congo,29-01-2021,,
COG,Africa,Congo,30-01-2021,,
COG,Africa,Congo,31-01-2021,,
COG,Africa,Congo,01-02-2021,,
COG,Africa,Congo,02-02-2021,,
COG,Africa,Congo,03-02-2021,,
COG,Africa,Congo,04-02-2021,,
COG,Africa,Congo,05-02-2021,,
COG,Africa,Congo,06-02-2021,,
COG,Africa,Congo,07-02-2021,,
COG,Africa,Congo,08-02-2021,,
COG,Africa,Congo,09-02-2021,,
COG,Africa,Congo,10-02-2021,,
COG,Africa,Congo,11-02-2021,,
COG,Africa,Congo,12-02-2021,,
COG,Africa,Congo,13-02-2021,,
COG,Africa,Congo,14-02-2021,,
COG,Africa,Congo,15-02-2021,,
COG,Africa,Congo,16-02-2021,,
COG,Africa,Congo,17-02-2021,,
COG,Africa,Congo,18-02-2021,,
COG,Africa,Congo,19-02-2021,,
COG,Africa,Congo,20-02-2021,,
COG,Africa,Congo,21-02-2021,,
COG,Africa,Congo,22-02-2021,,
COG,Africa,Congo,23-02-2021,,
COG,Africa,Congo,24-02-2021,,
COG,Africa,Congo,25-02-2021,,
COG,Africa,Congo,26-02-2021,,
COG,Africa,Congo,27-02-2021,,
COG,Africa,Congo,28-02-2021,,
COG,Africa,Congo,01-03-2021,,
COG,Africa,Congo,02-03-2021,,
COG,Africa,Congo,03-03-2021,,
COG,Africa,Congo,04-03-2021,,
COG,Africa,Congo,05-03-2021,,
COG,Africa,Congo,06-03-2021,,
COG,Africa,Congo,07-03-2021,,
COG,Africa,Congo,08-03-2021,,
COG,Africa,Congo,09-03-2021,,
COG,Africa,Congo,10-03-2021,,
COG,Africa,Congo,11-03-2021,,
COG,Africa,Congo,12-03-2021,,
COG,Africa,Congo,13-03-2021,,
COG,Africa,Congo,14-03-2021,,
COG,Africa,Congo,15-03-2021,,
COG,Africa,Congo,16-03-2021,,
COG,Africa,Congo,17-03-2021,,
COG,Africa,Congo,18-03-2021,,
COG,Africa,Congo,19-03-2021,,
COG,Africa,Congo,20-03-2021,,
COG,Africa,Congo,21-03-2021,,
COG,Africa,Congo,22-03-2021,,
COG,Africa,Congo,23-03-2021,,
COG,Africa,Congo,24-03-2021,,
COG,Africa,Congo,25-03-2021,,
COG,Africa,Congo,26-03-2021,,
COG,Africa,Congo,27-03-2021,,
COG,Africa,Congo,28-03-2021,,
COG,Africa,Congo,29-03-2021,,
COG,Africa,Congo,30-03-2021,,
COG,Africa,Congo,31-03-2021,,
COG,Africa,Congo,01-04-2021,,
COG,Africa,Congo,02-04-2021,,
COG,Africa,Congo,03-04-2021,,
COG,Africa,Congo,04-04-2021,,
COG,Africa,Congo,05-04-2021,,
COG,Africa,Congo,06-04-2021,,
COG,Africa,Congo,07-04-2021,,
COG,Africa,Congo,08-04-2021,,
COG,Africa,Congo,09-04-2021,,
COG,Africa,Congo,10-04-2021,,
COG,Africa,Congo,11-04-2021,,
COG,Africa,Congo,12-04-2021,,
COG,Africa,Congo,13-04-2021,,
COG,Africa,Congo,14-04-2021,14297,
COG,Africa,Congo,15-04-2021,,
COG,Africa,Congo,16-04-2021,,
COG,Africa,Congo,17-04-2021,,
COG,Africa,Congo,18-04-2021,,
COG,Africa,Congo,19-04-2021,,
COG,Africa,Congo,20-04-2021,,
COG,Africa,Congo,21-04-2021,,
COG,Africa,Congo,22-04-2021,,
COG,Africa,Congo,23-04-2021,,
COG,Africa,Congo,24-04-2021,,
COG,Africa,Congo,25-04-2021,,
COG,Africa,Congo,26-04-2021,,
COG,Africa,Congo,27-04-2021,,
COG,Africa,Congo,28-04-2021,,
COG,Africa,Congo,29-04-2021,,
COG,Africa,Congo,30-04-2021,,
COG,Africa,Congo,01-05-2021,,
COG,Africa,Congo,02-05-2021,,
COG,Africa,Congo,03-05-2021,,
COG,Africa,Congo,04-05-2021,,
COG,Africa,Congo,05-05-2021,,
COG,Africa,Congo,06-05-2021,,
COG,Africa,Congo,07-05-2021,,
COG,Africa,Congo,08-05-2021,,
COG,Africa,Congo,09-05-2021,,
COG,Africa,Congo,10-05-2021,,
COG,Africa,Congo,11-05-2021,,
COG,Africa,Congo,12-05-2021,22531,15620
COG,Africa,Congo,13-05-2021,,
COG,Africa,Congo,14-05-2021,,
COG,Africa,Congo,15-05-2021,,
COG,Africa,Congo,16-05-2021,,
CRI,North America,Costa Rica,06-03-2020,,
CRI,North America,Costa Rica,07-03-2020,,
CRI,North America,Costa Rica,08-03-2020,,
CRI,North America,Costa Rica,09-03-2020,,
CRI,North America,Costa Rica,10-03-2020,,
CRI,North America,Costa Rica,11-03-2020,,
CRI,North America,Costa Rica,12-03-2020,,
CRI,North America,Costa Rica,13-03-2020,,
CRI,North America,Costa Rica,14-03-2020,,
CRI,North America,Costa Rica,15-03-2020,,
CRI,North America,Costa Rica,16-03-2020,,
CRI,North America,Costa Rica,17-03-2020,,
CRI,North America,Costa Rica,18-03-2020,,
CRI,North America,Costa Rica,19-03-2020,,
CRI,North America,Costa Rica,20-03-2020,,
CRI,North America,Costa Rica,21-03-2020,,
CRI,North America,Costa Rica,22-03-2020,,
CRI,North America,Costa Rica,23-03-2020,,
CRI,North America,Costa Rica,24-03-2020,,
CRI,North America,Costa Rica,25-03-2020,,
CRI,North America,Costa Rica,26-03-2020,,
CRI,North America,Costa Rica,27-03-2020,,
CRI,North America,Costa Rica,28-03-2020,,
CRI,North America,Costa Rica,29-03-2020,,
CRI,North America,Costa Rica,30-03-2020,,
CRI,North America,Costa Rica,31-03-2020,,
CRI,North America,Costa Rica,01-04-2020,,
CRI,North America,Costa Rica,02-04-2020,,
CRI,North America,Costa Rica,03-04-2020,,
CRI,North America,Costa Rica,04-04-2020,,
CRI,North America,Costa Rica,05-04-2020,,
CRI,North America,Costa Rica,06-04-2020,,
CRI,North America,Costa Rica,07-04-2020,,
CRI,North America,Costa Rica,08-04-2020,,
CRI,North America,Costa Rica,09-04-2020,,
CRI,North America,Costa Rica,10-04-2020,,
CRI,North America,Costa Rica,11-04-2020,,
CRI,North America,Costa Rica,12-04-2020,,
CRI,North America,Costa Rica,13-04-2020,,
CRI,North America,Costa Rica,14-04-2020,,
CRI,North America,Costa Rica,15-04-2020,,
CRI,North America,Costa Rica,16-04-2020,,
CRI,North America,Costa Rica,17-04-2020,,
CRI,North America,Costa Rica,18-04-2020,,
CRI,North America,Costa Rica,19-04-2020,,
CRI,North America,Costa Rica,20-04-2020,,
CRI,North America,Costa Rica,21-04-2020,,
CRI,North America,Costa Rica,22-04-2020,,
CRI,North America,Costa Rica,23-04-2020,,
CRI,North America,Costa Rica,24-04-2020,,
CRI,North America,Costa Rica,25-04-2020,,
CRI,North America,Costa Rica,26-04-2020,,
CRI,North America,Costa Rica,27-04-2020,,
CRI,North America,Costa Rica,28-04-2020,,
CRI,North America,Costa Rica,29-04-2020,,
CRI,North America,Costa Rica,30-04-2020,,
CRI,North America,Costa Rica,01-05-2020,,
CRI,North America,Costa Rica,02-05-2020,,
CRI,North America,Costa Rica,03-05-2020,,
CRI,North America,Costa Rica,04-05-2020,,
CRI,North America,Costa Rica,05-05-2020,,
CRI,North America,Costa Rica,06-05-2020,,
CRI,North America,Costa Rica,07-05-2020,,
CRI,North America,Costa Rica,08-05-2020,,
CRI,North America,Costa Rica,09-05-2020,,
CRI,North America,Costa Rica,10-05-2020,,
CRI,North America,Costa Rica,11-05-2020,,
CRI,North America,Costa Rica,12-05-2020,,
CRI,North America,Costa Rica,13-05-2020,,
CRI,North America,Costa Rica,14-05-2020,,
CRI,North America,Costa Rica,15-05-2020,,
CRI,North America,Costa Rica,16-05-2020,,
CRI,North America,Costa Rica,17-05-2020,,
CRI,North America,Costa Rica,18-05-2020,,
CRI,North America,Costa Rica,19-05-2020,,
CRI,North America,Costa Rica,20-05-2020,,
CRI,North America,Costa Rica,21-05-2020,,
CRI,North America,Costa Rica,22-05-2020,,
CRI,North America,Costa Rica,23-05-2020,,
CRI,North America,Costa Rica,24-05-2020,,
CRI,North America,Costa Rica,25-05-2020,,
CRI,North America,Costa Rica,26-05-2020,,
CRI,North America,Costa Rica,27-05-2020,,
CRI,North America,Costa Rica,28-05-2020,,
CRI,North America,Costa Rica,29-05-2020,,
CRI,North America,Costa Rica,30-05-2020,,
CRI,North America,Costa Rica,31-05-2020,,
CRI,North America,Costa Rica,01-06-2020,,
CRI,North America,Costa Rica,02-06-2020,,
CRI,North America,Costa Rica,03-06-2020,,
CRI,North America,Costa Rica,04-06-2020,,
CRI,North America,Costa Rica,05-06-2020,,
CRI,North America,Costa Rica,06-06-2020,,
CRI,North America,Costa Rica,07-06-2020,,
CRI,North America,Costa Rica,08-06-2020,,
CRI,North America,Costa Rica,09-06-2020,,
CRI,North America,Costa Rica,10-06-2020,,
CRI,North America,Costa Rica,11-06-2020,,
CRI,North America,Costa Rica,12-06-2020,,
CRI,North America,Costa Rica,13-06-2020,,
CRI,North America,Costa Rica,14-06-2020,,
CRI,North America,Costa Rica,15-06-2020,,
CRI,North America,Costa Rica,16-06-2020,,
CRI,North America,Costa Rica,17-06-2020,,
CRI,North America,Costa Rica,18-06-2020,,
CRI,North America,Costa Rica,19-06-2020,,
CRI,North America,Costa Rica,20-06-2020,,
CRI,North America,Costa Rica,21-06-2020,,
CRI,North America,Costa Rica,22-06-2020,,
CRI,North America,Costa Rica,23-06-2020,,
CRI,North America,Costa Rica,24-06-2020,,
CRI,North America,Costa Rica,25-06-2020,,
CRI,North America,Costa Rica,26-06-2020,,
CRI,North America,Costa Rica,27-06-2020,,
CRI,North America,Costa Rica,28-06-2020,,
CRI,North America,Costa Rica,29-06-2020,,
CRI,North America,Costa Rica,30-06-2020,,
CRI,North America,Costa Rica,01-07-2020,,
CRI,North America,Costa Rica,02-07-2020,,
CRI,North America,Costa Rica,03-07-2020,,
CRI,North America,Costa Rica,04-07-2020,,
CRI,North America,Costa Rica,05-07-2020,,
CRI,North America,Costa Rica,06-07-2020,,
CRI,North America,Costa Rica,07-07-2020,,
CRI,North America,Costa Rica,08-07-2020,,
CRI,North America,Costa Rica,09-07-2020,,
CRI,North America,Costa Rica,10-07-2020,,
CRI,North America,Costa Rica,11-07-2020,,
CRI,North America,Costa Rica,12-07-2020,,
CRI,North America,Costa Rica,13-07-2020,,
CRI,North America,Costa Rica,14-07-2020,,
CRI,North America,Costa Rica,15-07-2020,,
CRI,North America,Costa Rica,16-07-2020,,
CRI,North America,Costa Rica,17-07-2020,,
CRI,North America,Costa Rica,18-07-2020,,
CRI,North America,Costa Rica,19-07-2020,,
CRI,North America,Costa Rica,20-07-2020,,
CRI,North America,Costa Rica,21-07-2020,,
CRI,North America,Costa Rica,22-07-2020,,
CRI,North America,Costa Rica,23-07-2020,,
CRI,North America,Costa Rica,24-07-2020,,
CRI,North America,Costa Rica,25-07-2020,,
CRI,North America,Costa Rica,26-07-2020,,
CRI,North America,Costa Rica,27-07-2020,,
CRI,North America,Costa Rica,28-07-2020,,
CRI,North America,Costa Rica,29-07-2020,,
CRI,North America,Costa Rica,30-07-2020,,
CRI,North America,Costa Rica,31-07-2020,,
CRI,North America,Costa Rica,01-08-2020,,
CRI,North America,Costa Rica,02-08-2020,,
CRI,North America,Costa Rica,03-08-2020,,
CRI,North America,Costa Rica,04-08-2020,,
CRI,North America,Costa Rica,05-08-2020,,
CRI,North America,Costa Rica,06-08-2020,,
CRI,North America,Costa Rica,07-08-2020,,
CRI,North America,Costa Rica,08-08-2020,,
CRI,North America,Costa Rica,09-08-2020,,
CRI,North America,Costa Rica,10-08-2020,,
CRI,North America,Costa Rica,11-08-2020,,
CRI,North America,Costa Rica,12-08-2020,,
CRI,North America,Costa Rica,13-08-2020,,
CRI,North America,Costa Rica,14-08-2020,,
CRI,North America,Costa Rica,15-08-2020,,
CRI,North America,Costa Rica,16-08-2020,,
CRI,North America,Costa Rica,17-08-2020,,
CRI,North America,Costa Rica,18-08-2020,,
CRI,North America,Costa Rica,19-08-2020,,
CRI,North America,Costa Rica,20-08-2020,,
CRI,North America,Costa Rica,21-08-2020,,
CRI,North America,Costa Rica,22-08-2020,,
CRI,North America,Costa Rica,23-08-2020,,
CRI,North America,Costa Rica,24-08-2020,,
CRI,North America,Costa Rica,25-08-2020,,
CRI,North America,Costa Rica,26-08-2020,,
CRI,North America,Costa Rica,27-08-2020,,
CRI,North America,Costa Rica,28-08-2020,,
CRI,North America,Costa Rica,29-08-2020,,
CRI,North America,Costa Rica,30-08-2020,,
CRI,North America,Costa Rica,31-08-2020,,
CRI,North America,Costa Rica,01-09-2020,,
CRI,North America,Costa Rica,02-09-2020,,
CRI,North America,Costa Rica,03-09-2020,,
CRI,North America,Costa Rica,04-09-2020,,
CRI,North America,Costa Rica,05-09-2020,,
CRI,North America,Costa Rica,06-09-2020,,
CRI,North America,Costa Rica,07-09-2020,,
CRI,North America,Costa Rica,08-09-2020,,
CRI,North America,Costa Rica,09-09-2020,,
CRI,North America,Costa Rica,10-09-2020,,
CRI,North America,Costa Rica,11-09-2020,,
CRI,North America,Costa Rica,12-09-2020,,
CRI,North America,Costa Rica,13-09-2020,,
CRI,North America,Costa Rica,14-09-2020,,
CRI,North America,Costa Rica,15-09-2020,,
CRI,North America,Costa Rica,16-09-2020,,
CRI,North America,Costa Rica,17-09-2020,,
CRI,North America,Costa Rica,18-09-2020,,
CRI,North America,Costa Rica,19-09-2020,,
CRI,North America,Costa Rica,20-09-2020,,
CRI,North America,Costa Rica,21-09-2020,,
CRI,North America,Costa Rica,22-09-2020,,
CRI,North America,Costa Rica,23-09-2020,,
CRI,North America,Costa Rica,24-09-2020,,
CRI,North America,Costa Rica,25-09-2020,,
CRI,North America,Costa Rica,26-09-2020,,
CRI,North America,Costa Rica,27-09-2020,,
CRI,North America,Costa Rica,28-09-2020,,
CRI,North America,Costa Rica,29-09-2020,,
CRI,North America,Costa Rica,30-09-2020,,
CRI,North America,Costa Rica,01-10-2020,,
CRI,North America,Costa Rica,02-10-2020,,
CRI,North America,Costa Rica,03-10-2020,,
CRI,North America,Costa Rica,04-10-2020,,
CRI,North America,Costa Rica,05-10-2020,,
CRI,North America,Costa Rica,06-10-2020,,
CRI,North America,Costa Rica,07-10-2020,,
CRI,North America,Costa Rica,08-10-2020,,
CRI,North America,Costa Rica,09-10-2020,,
CRI,North America,Costa Rica,10-10-2020,,
CRI,North America,Costa Rica,11-10-2020,,
CRI,North America,Costa Rica,12-10-2020,,
CRI,North America,Costa Rica,13-10-2020,,
CRI,North America,Costa Rica,14-10-2020,,
CRI,North America,Costa Rica,15-10-2020,,
CRI,North America,Costa Rica,16-10-2020,,
CRI,North America,Costa Rica,17-10-2020,,
CRI,North America,Costa Rica,18-10-2020,,
CRI,North America,Costa Rica,19-10-2020,,
CRI,North America,Costa Rica,20-10-2020,,
CRI,North America,Costa Rica,21-10-2020,,
CRI,North America,Costa Rica,22-10-2020,,
CRI,North America,Costa Rica,23-10-2020,,
CRI,North America,Costa Rica,24-10-2020,,
CRI,North America,Costa Rica,25-10-2020,,
CRI,North America,Costa Rica,26-10-2020,,
CRI,North America,Costa Rica,27-10-2020,,
CRI,North America,Costa Rica,28-10-2020,,
CRI,North America,Costa Rica,29-10-2020,,
CRI,North America,Costa Rica,30-10-2020,,
CRI,North America,Costa Rica,31-10-2020,,
CRI,North America,Costa Rica,01-11-2020,,
CRI,North America,Costa Rica,02-11-2020,,
CRI,North America,Costa Rica,03-11-2020,,
CRI,North America,Costa Rica,04-11-2020,,
CRI,North America,Costa Rica,05-11-2020,,
CRI,North America,Costa Rica,06-11-2020,,
CRI,North America,Costa Rica,07-11-2020,,
CRI,North America,Costa Rica,08-11-2020,,
CRI,North America,Costa Rica,09-11-2020,,
CRI,North America,Costa Rica,10-11-2020,,
CRI,North America,Costa Rica,11-11-2020,,
CRI,North America,Costa Rica,12-11-2020,,
CRI,North America,Costa Rica,13-11-2020,,
CRI,North America,Costa Rica,14-11-2020,,
CRI,North America,Costa Rica,15-11-2020,,
CRI,North America,Costa Rica,16-11-2020,,
CRI,North America,Costa Rica,17-11-2020,,
CRI,North America,Costa Rica,18-11-2020,,
CRI,North America,Costa Rica,19-11-2020,,
CRI,North America,Costa Rica,20-11-2020,,
CRI,North America,Costa Rica,21-11-2020,,
CRI,North America,Costa Rica,22-11-2020,,
CRI,North America,Costa Rica,23-11-2020,,
CRI,North America,Costa Rica,24-11-2020,,
CRI,North America,Costa Rica,25-11-2020,,
CRI,North America,Costa Rica,26-11-2020,,
CRI,North America,Costa Rica,27-11-2020,,
CRI,North America,Costa Rica,28-11-2020,,
CRI,North America,Costa Rica,29-11-2020,,
CRI,North America,Costa Rica,30-11-2020,,
CRI,North America,Costa Rica,01-12-2020,,
CRI,North America,Costa Rica,02-12-2020,,
CRI,North America,Costa Rica,03-12-2020,,
CRI,North America,Costa Rica,04-12-2020,,
CRI,North America,Costa Rica,05-12-2020,,
CRI,North America,Costa Rica,06-12-2020,,
CRI,North America,Costa Rica,07-12-2020,,
CRI,North America,Costa Rica,08-12-2020,,
CRI,North America,Costa Rica,09-12-2020,,
CRI,North America,Costa Rica,10-12-2020,,
CRI,North America,Costa Rica,11-12-2020,,
CRI,North America,Costa Rica,12-12-2020,,
CRI,North America,Costa Rica,13-12-2020,,
CRI,North America,Costa Rica,14-12-2020,,
CRI,North America,Costa Rica,15-12-2020,,
CRI,North America,Costa Rica,16-12-2020,,
CRI,North America,Costa Rica,17-12-2020,,
CRI,North America,Costa Rica,18-12-2020,,
CRI,North America,Costa Rica,19-12-2020,,
CRI,North America,Costa Rica,20-12-2020,,
CRI,North America,Costa Rica,21-12-2020,,
CRI,North America,Costa Rica,22-12-2020,,
CRI,North America,Costa Rica,23-12-2020,,
CRI,North America,Costa Rica,24-12-2020,55,
CRI,North America,Costa Rica,25-12-2020,,
CRI,North America,Costa Rica,26-12-2020,,
CRI,North America,Costa Rica,27-12-2020,,
CRI,North America,Costa Rica,28-12-2020,,
CRI,North America,Costa Rica,29-12-2020,,
CRI,North America,Costa Rica,30-12-2020,,
CRI,North America,Costa Rica,31-12-2020,,
CRI,North America,Costa Rica,01-01-2021,,
CRI,North America,Costa Rica,02-01-2021,,
CRI,North America,Costa Rica,03-01-2021,2455,
CRI,North America,Costa Rica,04-01-2021,,
CRI,North America,Costa Rica,05-01-2021,,
CRI,North America,Costa Rica,06-01-2021,,
CRI,North America,Costa Rica,07-01-2021,,
CRI,North America,Costa Rica,08-01-2021,9751,
CRI,North America,Costa Rica,09-01-2021,,
CRI,North America,Costa Rica,10-01-2021,,
CRI,North America,Costa Rica,11-01-2021,,
CRI,North America,Costa Rica,12-01-2021,,
CRI,North America,Costa Rica,13-01-2021,,
CRI,North America,Costa Rica,14-01-2021,,
CRI,North America,Costa Rica,15-01-2021,24804,55
CRI,North America,Costa Rica,16-01-2021,,
CRI,North America,Costa Rica,17-01-2021,,
CRI,North America,Costa Rica,18-01-2021,29257,132
CRI,North America,Costa Rica,19-01-2021,,
CRI,North America,Costa Rica,20-01-2021,,
CRI,North America,Costa Rica,21-01-2021,,
CRI,North America,Costa Rica,22-01-2021,,
CRI,North America,Costa Rica,23-01-2021,,
CRI,North America,Costa Rica,24-01-2021,,
CRI,North America,Costa Rica,25-01-2021,45707,2421
CRI,North America,Costa Rica,26-01-2021,,
CRI,North America,Costa Rica,27-01-2021,,
CRI,North America,Costa Rica,28-01-2021,,
CRI,North America,Costa Rica,29-01-2021,,
CRI,North America,Costa Rica,30-01-2021,,
CRI,North America,Costa Rica,31-01-2021,,
CRI,North America,Costa Rica,01-02-2021,45863,11838
CRI,North America,Costa Rica,02-02-2021,,
CRI,North America,Costa Rica,03-02-2021,,
CRI,North America,Costa Rica,04-02-2021,,
CRI,North America,Costa Rica,05-02-2021,,
CRI,North America,Costa Rica,06-02-2021,,
CRI,North America,Costa Rica,07-02-2021,,
CRI,North America,Costa Rica,08-02-2021,46750,28363
CRI,North America,Costa Rica,09-02-2021,,
CRI,North America,Costa Rica,10-02-2021,,
CRI,North America,Costa Rica,11-02-2021,,
CRI,North America,Costa Rica,12-02-2021,,
CRI,North America,Costa Rica,13-02-2021,,
CRI,North America,Costa Rica,14-02-2021,,
CRI,North America,Costa Rica,15-02-2021,54395,42553
CRI,North America,Costa Rica,16-02-2021,,
CRI,North America,Costa Rica,17-02-2021,,
CRI,North America,Costa Rica,18-02-2021,,
CRI,North America,Costa Rica,19-02-2021,,
CRI,North America,Costa Rica,20-02-2021,,
CRI,North America,Costa Rica,21-02-2021,,
CRI,North America,Costa Rica,22-02-2021,57162,44021
CRI,North America,Costa Rica,23-02-2021,,
CRI,North America,Costa Rica,24-02-2021,,
CRI,North America,Costa Rica,25-02-2021,,
CRI,North America,Costa Rica,26-02-2021,,
CRI,North America,Costa Rica,27-02-2021,,
CRI,North America,Costa Rica,28-02-2021,,
CRI,North America,Costa Rica,01-03-2021,103695,46117
CRI,North America,Costa Rica,02-03-2021,,
CRI,North America,Costa Rica,03-03-2021,,
CRI,North America,Costa Rica,04-03-2021,,
CRI,North America,Costa Rica,05-03-2021,142049,51224
CRI,North America,Costa Rica,06-03-2021,,
CRI,North America,Costa Rica,07-03-2021,,
CRI,North America,Costa Rica,08-03-2021,151841,52745
CRI,North America,Costa Rica,09-03-2021,,
CRI,North America,Costa Rica,10-03-2021,,
CRI,North America,Costa Rica,11-03-2021,,
CRI,North America,Costa Rica,12-03-2021,187826,53898
CRI,North America,Costa Rica,13-03-2021,,
CRI,North America,Costa Rica,14-03-2021,,
CRI,North America,Costa Rica,15-03-2021,190088,57994
CRI,North America,Costa Rica,16-03-2021,,
CRI,North America,Costa Rica,17-03-2021,,
CRI,North America,Costa Rica,18-03-2021,,
CRI,North America,Costa Rica,19-03-2021,,
CRI,North America,Costa Rica,20-03-2021,,
CRI,North America,Costa Rica,21-03-2021,,
CRI,North America,Costa Rica,22-03-2021,206198,106227
CRI,North America,Costa Rica,23-03-2021,,
CRI,North America,Costa Rica,24-03-2021,213404,134633
CRI,North America,Costa Rica,25-03-2021,,
CRI,North America,Costa Rica,26-03-2021,,
CRI,North America,Costa Rica,27-03-2021,,
CRI,North America,Costa Rica,28-03-2021,,
CRI,North America,Costa Rica,29-03-2021,224092,160263
CRI,North America,Costa Rica,30-03-2021,,
CRI,North America,Costa Rica,31-03-2021,,
CRI,North America,Costa Rica,01-04-2021,,
CRI,North America,Costa Rica,02-04-2021,,
CRI,North America,Costa Rica,03-04-2021,,
CRI,North America,Costa Rica,04-04-2021,,
CRI,North America,Costa Rica,05-04-2021,,
CRI,North America,Costa Rica,06-04-2021,291368,213562
CRI,North America,Costa Rica,07-04-2021,,
CRI,North America,Costa Rica,08-04-2021,,
CRI,North America,Costa Rica,09-04-2021,,
CRI,North America,Costa Rica,10-04-2021,,
CRI,North America,Costa Rica,11-04-2021,,
CRI,North America,Costa Rica,12-04-2021,354291,232508
CRI,North America,Costa Rica,13-04-2021,,
CRI,North America,Costa Rica,14-04-2021,,
CRI,North America,Costa Rica,15-04-2021,,
CRI,North America,Costa Rica,16-04-2021,,
CRI,North America,Costa Rica,17-04-2021,,
CRI,North America,Costa Rica,18-04-2021,,
CRI,North America,Costa Rica,19-04-2021,450593,247734
CRI,North America,Costa Rica,20-04-2021,,
CRI,North America,Costa Rica,21-04-2021,,
CRI,North America,Costa Rica,22-04-2021,,
CRI,North America,Costa Rica,23-04-2021,,
CRI,North America,Costa Rica,24-04-2021,,
CRI,North America,Costa Rica,25-04-2021,,
CRI,North America,Costa Rica,26-04-2021,538682,280202
CRI,North America,Costa Rica,27-04-2021,,
CRI,North America,Costa Rica,28-04-2021,,
CRI,North America,Costa Rica,29-04-2021,,
CRI,North America,Costa Rica,30-04-2021,,
CRI,North America,Costa Rica,01-05-2021,,
CRI,North America,Costa Rica,02-05-2021,,
CRI,North America,Costa Rica,03-05-2021,605099,345153
CRI,North America,Costa Rica,04-05-2021,,
CRI,North America,Costa Rica,05-05-2021,,
CRI,North America,Costa Rica,06-05-2021,,
CRI,North America,Costa Rica,07-05-2021,,
CRI,North America,Costa Rica,08-05-2021,,
CRI,North America,Costa Rica,09-05-2021,,
CRI,North America,Costa Rica,10-05-2021,657301,436630
CRI,North America,Costa Rica,11-05-2021,,
CRI,North America,Costa Rica,12-05-2021,,
CRI,North America,Costa Rica,13-05-2021,,
CRI,North America,Costa Rica,14-05-2021,,
CRI,North America,Costa Rica,15-05-2021,,
CRI,North America,Costa Rica,16-05-2021,,
CIV,Africa,Cote d'Ivoire,11-03-2020,,
CIV,Africa,Cote d'Ivoire,12-03-2020,,
CIV,Africa,Cote d'Ivoire,13-03-2020,,
CIV,Africa,Cote d'Ivoire,14-03-2020,,
CIV,Africa,Cote d'Ivoire,15-03-2020,,
CIV,Africa,Cote d'Ivoire,16-03-2020,,
CIV,Africa,Cote d'Ivoire,17-03-2020,,
CIV,Africa,Cote d'Ivoire,18-03-2020,,
CIV,Africa,Cote d'Ivoire,19-03-2020,,
CIV,Africa,Cote d'Ivoire,20-03-2020,,
CIV,Africa,Cote d'Ivoire,21-03-2020,,
CIV,Africa,Cote d'Ivoire,22-03-2020,,
CIV,Africa,Cote d'Ivoire,23-03-2020,,
CIV,Africa,Cote d'Ivoire,24-03-2020,,
CIV,Africa,Cote d'Ivoire,25-03-2020,,
CIV,Africa,Cote d'Ivoire,26-03-2020,,
CIV,Africa,Cote d'Ivoire,27-03-2020,,
CIV,Africa,Cote d'Ivoire,28-03-2020,,
CIV,Africa,Cote d'Ivoire,29-03-2020,,
CIV,Africa,Cote d'Ivoire,30-03-2020,,
CIV,Africa,Cote d'Ivoire,31-03-2020,,
CIV,Africa,Cote d'Ivoire,01-04-2020,,
CIV,Africa,Cote d'Ivoire,02-04-2020,,
CIV,Africa,Cote d'Ivoire,03-04-2020,,
CIV,Africa,Cote d'Ivoire,04-04-2020,,
CIV,Africa,Cote d'Ivoire,05-04-2020,,
CIV,Africa,Cote d'Ivoire,06-04-2020,,
CIV,Africa,Cote d'Ivoire,07-04-2020,,
CIV,Africa,Cote d'Ivoire,08-04-2020,,
CIV,Africa,Cote d'Ivoire,09-04-2020,,
CIV,Africa,Cote d'Ivoire,10-04-2020,,
CIV,Africa,Cote d'Ivoire,11-04-2020,,
CIV,Africa,Cote d'Ivoire,12-04-2020,,
CIV,Africa,Cote d'Ivoire,13-04-2020,,
